RESOURCEGROUP,,,,,,,,,
DefaultResourceGroup-SUK,,,,,,,,,
prd-hudsonuk-rg,,,,,,,,,
prd-infra-rg,,,,,,,,,
prd-mygreenstar-rg,,,,,,,,,
prd-ods-rg,,,,,,,,,
PRD-PAN-RG,,,,,,,,,
prd-pricing-rg,,,,,,,,,
prd-shareduk-rg,,,,,,,,,
prod-hudson-service-rg,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
